datetime,power,global_radiation,temperature,Year,Month,Day,date
4/2/20 5:30,0,0,3.10,2020,4,2,4/2/2020
4/2/20 5:45,0,0,3.10,2020,4,2,4/2/2020
4/2/20 6:00,0,0,3.10,2020,4,2,4/2/2020
4/2/20 6:15,0,0,2.85,2020,4,2,4/2/2020
4/2/20 6:30,0,0,3.10,2020,4,2,4/2/2020
4/2/20 6:45,0,0,2.95,2020,4,2,4/2/2020
4/2/20 7:00,0,0,2.70,2020,4,2,4/2/2020
4/2/20 7:15,0,0,2.45,2020,4,2,4/2/2020
4/2/20 20:15,0,6.091,13.35,2020,4,2,4/2/2020
4/2/20 20:30,0,0.21,13.00,2020,4,2,4/2/2020
4/2/20 20:45,0,0.182,12.75,2020,4,2,4/2/2020
4/2/20 21:00,0,0,12.60,2020,4,2,4/2/2020
4/2/20 21:15,0,0,12.50,2020,4,2,4/2/2020
4/2/20 21:30,0,0,12.05,2020,4,2,4/2/2020
4/2/20 21:45,0,0,12.45,2020,4,2,4/2/2020
4/2/20 22:00,0,0,12.00,2020,4,2,4/2/2020
4/2/20 22:15,0,0,11.70,2020,4,2,4/2/2020
4/2/20 22:30,0,0,11.65,2020,4,2,4/2/2020
4/2/20 22:45,0,0,11.65,2020,4,2,4/2/2020
4/2/20 23:00,0,0,11.30,2020,4,2,4/2/2020
4/2/20 23:15,0,0,11.15,2020,4,2,4/2/2020
4/2/20 23:30,0,0,10.65,2020,4,2,4/2/2020
4/2/20 23:45,0,0,9.45,2020,4,2,4/2/2020
4/3/20 0:00,0,0,9.05,2020,4,3,4/3/2020
4/3/20 0:45,0,0,7.90,2020,4,3,4/3/2020
4/3/20 1:00,0,0,7.60,2020,4,3,4/3/2020
4/3/20 1:15,0,0,6.90,2020,4,3,4/3/2020
4/3/20 1:30,0,0,7.10,2020,4,3,4/3/2020
4/3/20 1:45,0,0,7.05,2020,4,3,4/3/2020
4/3/20 2:00,0,0,6.65,2020,4,3,4/3/2020
4/3/20 2:15,0,0,6.30,2020,4,3,4/3/2020
4/3/20 2:30,0,0,6.10,2020,4,3,4/3/2020
4/3/20 2:45,0,0,6.05,2020,4,3,4/3/2020
4/3/20 3:00,0,0,5.70,2020,4,3,4/3/2020
4/3/20 3:15,0,0,5.60,2020,4,3,4/3/2020
4/3/20 3:30,0,0,5.40,2020,4,3,4/3/2020
4/3/20 3:45,0,0,5.65,2020,4,3,4/3/2020
4/3/20 4:00,0,0,5.65,2020,4,3,4/3/2020
4/3/20 4:15,0,0,6.05,2020,4,3,4/3/2020
4/3/20 4:30,0,0,6.20,2020,4,3,4/3/2020
4/3/20 4:45,0,0,6.50,2020,4,3,4/3/2020
4/3/20 5:00,0,0,6.75,2020,4,3,4/3/2020
4/3/20 5:15,0,0,6.75,2020,4,3,4/3/2020
4/3/20 5:30,0,0,7.10,2020,4,3,4/3/2020
4/3/20 5:45,0,0,7.10,2020,4,3,4/3/2020
4/3/20 6:00,0,0,7.55,2020,4,3,4/3/2020
4/3/20 6:15,0,0,7.60,2020,4,3,4/3/2020
4/3/20 6:30,0,0,7.90,2020,4,3,4/3/2020
4/3/20 6:45,0,0,7.85,2020,4,3,4/3/2020
4/3/20 7:00,0,0,8.10,2020,4,3,4/3/2020
4/3/20 7:15,0,0.539,8.25,2020,4,3,4/3/2020
4/3/20 7:30,0,1.262,8.45,2020,4,3,4/3/2020
4/3/20 20:15,0,5.514,13.85,2020,4,3,4/3/2020
4/3/20 20:30,0,3.17,13.60,2020,4,3,4/3/2020
4/3/20 20:45,0,2.068,13.15,2020,4,3,4/3/2020
4/3/20 21:00,0,0,13.50,2020,4,3,4/3/2020
4/3/20 21:15,0,0,13.15,2020,4,3,4/3/2020
4/3/20 21:30,0,0,13.00,2020,4,3,4/3/2020
4/3/20 21:45,0,0,12.15,2020,4,3,4/3/2020
4/3/20 22:00,0,0,12.05,2020,4,3,4/3/2020
4/3/20 22:15,0,0,11.30,2020,4,3,4/3/2020
4/3/20 22:30,0,0,10.90,2020,4,3,4/3/2020
4/3/20 22:45,0,0,10.40,2020,4,3,4/3/2020
4/3/20 23:00,0,0,9.50,2020,4,3,4/3/2020
4/3/20 23:15,0,0,8.85,2020,4,3,4/3/2020
4/3/20 23:30,0,0,9.20,2020,4,3,4/3/2020
4/3/20 23:45,0,0,8.75,2020,4,3,4/3/2020
4/4/20 0:00,0,0,8.60,2020,4,4,4/4/2020
4/4/20 0:15,0,0,7.85,2020,4,4,4/4/2020
4/4/20 0:30,0,0,7.65,2020,4,4,4/4/2020
4/4/20 0:45,0,0,7.15,2020,4,4,4/4/2020
4/4/20 1:00,0,0,7.75,2020,4,4,4/4/2020
4/4/20 1:15,0,0,7.00,2020,4,4,4/4/2020
4/4/20 1:30,0,0,6.90,2020,4,4,4/4/2020
4/4/20 1:45,0,0,7.00,2020,4,4,4/4/2020
4/4/20 2:00,0,0,6.30,2020,4,4,4/4/2020
4/4/20 2:15,0,0,5.20,2020,4,4,4/4/2020
4/4/20 2:30,0,0,5.90,2020,4,4,4/4/2020
4/4/20 2:45,0,0,5.30,2020,4,4,4/4/2020
4/4/20 3:00,0,0,4.65,2020,4,4,4/4/2020
4/4/20 3:15,0,0,4.80,2020,4,4,4/4/2020
4/4/20 3:30,0,0,4.55,2020,4,4,4/4/2020
4/4/20 3:45,0,0,5.15,2020,4,4,4/4/2020
4/4/20 4:00,0,0,5.10,2020,4,4,4/4/2020
4/4/20 4:15,0,0,4.65,2020,4,4,4/4/2020
4/4/20 4:30,0,0,4.60,2020,4,4,4/4/2020
4/4/20 4:45,0,0,4.60,2020,4,4,4/4/2020
4/4/20 5:00,0,0,5.10,2020,4,4,4/4/2020
4/4/20 5:15,0,0,5.35,2020,4,4,4/4/2020
4/4/20 5:30,0,0,5.35,2020,4,4,4/4/2020
4/4/20 5:45,0,0,5.30,2020,4,4,4/4/2020
4/4/20 6:00,0,0,5.10,2020,4,4,4/4/2020
4/4/20 6:15,0,0,5.10,2020,4,4,4/4/2020
4/4/20 6:30,0,0,5.05,2020,4,4,4/4/2020
4/4/20 6:45,0,0,4.90,2020,4,4,4/4/2020
4/4/20 7:00,0,0,4.35,2020,4,4,4/4/2020
4/4/20 7:15,0,0,4.45,2020,4,4,4/4/2020
4/4/20 20:15,0,7.693,17.65,2020,4,4,4/4/2020
4/4/20 20:30,0,5.019,17.10,2020,4,4,4/4/2020
4/4/20 20:45,0,0,16.65,2020,4,4,4/4/2020
4/4/20 21:00,0,0,16.30,2020,4,4,4/4/2020
4/4/20 21:15,0,0,15.95,2020,4,4,4/4/2020
4/4/20 21:30,0,0,15.35,2020,4,4,4/4/2020
4/4/20 21:45,0,0,14.80,2020,4,4,4/4/2020
4/4/20 22:00,0,0,14.85,2020,4,4,4/4/2020
4/4/20 22:15,0,0,14.40,2020,4,4,4/4/2020
4/4/20 22:30,0,0,13.45,2020,4,4,4/4/2020
4/4/20 22:45,0,0,13.00,2020,4,4,4/4/2020
4/4/20 23:00,0,0,13.15,2020,4,4,4/4/2020
4/4/20 23:15,0,0,13.15,2020,4,4,4/4/2020
4/4/20 23:30,0,0,12.75,2020,4,4,4/4/2020
4/4/20 23:45,0,0,12.20,2020,4,4,4/4/2020
4/5/20 0:00,0,0,11.95,2020,4,5,4/5/2020
4/5/20 0:15,0,0,11.95,2020,4,5,4/5/2020
4/5/20 0:30,0,0,11.65,2020,4,5,4/5/2020
4/5/20 0:45,0,0,11.30,2020,4,5,4/5/2020
4/5/20 1:00,0,0,10.90,2020,4,5,4/5/2020
4/5/20 1:15,0,0,10.55,2020,4,5,4/5/2020
4/5/20 1:30,0,0,10.50,2020,4,5,4/5/2020
4/5/20 1:45,0,0,10.05,2020,4,5,4/5/2020
4/5/20 2:00,0,0,9.75,2020,4,5,4/5/2020
4/5/20 2:15,0,0,9.80,2020,4,5,4/5/2020
4/5/20 2:30,0,0,9.70,2020,4,5,4/5/2020
4/5/20 2:45,0,0,9.50,2020,4,5,4/5/2020
4/5/20 3:00,0,0,9.35,2020,4,5,4/5/2020
4/5/20 3:15,0,0,9.35,2020,4,5,4/5/2020
4/5/20 3:30,0,0,9.30,2020,4,5,4/5/2020
4/5/20 3:45,0,0,8.45,2020,4,5,4/5/2020
4/5/20 4:00,0,0,8.30,2020,4,5,4/5/2020
4/5/20 4:15,0,0,8.80,2020,4,5,4/5/2020
4/5/20 4:30,0,0,9.10,2020,4,5,4/5/2020
4/5/20 4:45,0,0,8.75,2020,4,5,4/5/2020
4/5/20 5:00,0,0,8.05,2020,4,5,4/5/2020
4/5/20 5:15,0,0,7.05,2020,4,5,4/5/2020
4/5/20 5:30,0,0,6.65,2020,4,5,4/5/2020
4/5/20 5:45,0,0,6.65,2020,4,5,4/5/2020
4/5/20 6:00,0,0,7.00,2020,4,5,4/5/2020
4/5/20 6:15,0,0,7.75,2020,4,5,4/5/2020
4/5/20 6:30,0,0,7.75,2020,4,5,4/5/2020
4/5/20 6:45,0,0,8.00,2020,4,5,4/5/2020
4/5/20 7:00,0,0,8.05,2020,4,5,4/5/2020
4/5/20 7:15,0,0.096,8.15,2020,4,5,4/5/2020
4/5/20 20:15,0,9.691,21.55,2020,4,5,4/5/2020
4/5/20 20:30,0,2.34,21.00,2020,4,5,4/5/2020
4/5/20 20:45,0,2.34,19.85,2020,4,5,4/5/2020
4/5/20 21:00,0,2.34,19.10,2020,4,5,4/5/2020
4/5/20 21:15,0,0.023,18.65,2020,4,5,4/5/2020
4/5/20 21:30,0,0,17.85,2020,4,5,4/5/2020
4/5/20 21:45,0,0,17.40,2020,4,5,4/5/2020
4/5/20 22:00,0,0,17.05,2020,4,5,4/5/2020
4/5/20 22:15,0,0,17.15,2020,4,5,4/5/2020
4/5/20 22:30,0,0,16.80,2020,4,5,4/5/2020
4/5/20 22:45,0,0,16.05,2020,4,5,4/5/2020
4/5/20 23:00,0,0,15.90,2020,4,5,4/5/2020
4/5/20 23:15,0,0,15.90,2020,4,5,4/5/2020
4/5/20 23:30,0,0,15.45,2020,4,5,4/5/2020
4/5/20 23:45,0,0,15.45,2020,4,5,4/5/2020
4/6/20 0:00,0,0,14.60,2020,4,6,4/6/2020
4/6/20 0:15,0,0,13.95,2020,4,6,4/6/2020
4/6/20 0:30,0,0,14.00,2020,4,6,4/6/2020
4/6/20 0:45,0,0,13.90,2020,4,6,4/6/2020
4/6/20 1:00,0,0,13.25,2020,4,6,4/6/2020
4/6/20 1:15,0,0,12.50,2020,4,6,4/6/2020
4/6/20 1:30,0,0,12.00,2020,4,6,4/6/2020
4/6/20 1:45,0,0,12.05,2020,4,6,4/6/2020
4/6/20 2:00,0,0,11.95,2020,4,6,4/6/2020
4/6/20 2:15,0,0,11.70,2020,4,6,4/6/2020
4/6/20 2:30,0,0,11.00,2020,4,6,4/6/2020
4/6/20 2:45,0,0,11.45,2020,4,6,4/6/2020
4/6/20 3:00,0,0,11.25,2020,4,6,4/6/2020
4/6/20 3:15,0,0,10.70,2020,4,6,4/6/2020
4/6/20 3:30,0,0,10.35,2020,4,6,4/6/2020
4/6/20 3:45,0,0,10.20,2020,4,6,4/6/2020
4/6/20 4:00,0,0,9.95,2020,4,6,4/6/2020
4/6/20 4:15,0,0,9.55,2020,4,6,4/6/2020
4/6/20 4:30,0,0,9.00,2020,4,6,4/6/2020
4/6/20 4:45,0,0,10.25,2020,4,6,4/6/2020
4/6/20 5:00,0,0,9.50,2020,4,6,4/6/2020
4/6/20 5:15,0,0,9.10,2020,4,6,4/6/2020
4/6/20 5:30,0,0,8.75,2020,4,6,4/6/2020
4/6/20 5:45,0,0,8.80,2020,4,6,4/6/2020
4/6/20 6:00,0,0,8.55,2020,4,6,4/6/2020
4/6/20 6:15,0,0,8.25,2020,4,6,4/6/2020
4/6/20 6:30,0,0,7.65,2020,4,6,4/6/2020
4/6/20 6:45,0,0,8.05,2020,4,6,4/6/2020
4/6/20 7:00,0,0,7.80,2020,4,6,4/6/2020
4/6/20 7:15,0,2.263,7.65,2020,4,6,4/6/2020
4/6/20 20:15,0,10.199,22.65,2020,4,6,4/6/2020
4/6/20 20:30,0,1.09,21.75,2020,4,6,4/6/2020
4/6/20 20:45,0,1.09,21.15,2020,4,6,4/6/2020
4/6/20 21:00,0,0.946,19.95,2020,4,6,4/6/2020
4/6/20 21:15,0,0,19.50,2020,4,6,4/6/2020
4/6/20 21:30,0,0,19.10,2020,4,6,4/6/2020
4/6/20 21:45,0,0,18.35,2020,4,6,4/6/2020
4/6/20 22:00,0,0,17.75,2020,4,6,4/6/2020
4/6/20 22:15,0,0,17.80,2020,4,6,4/6/2020
4/6/20 22:30,0,0,17.50,2020,4,6,4/6/2020
4/6/20 22:45,0,0,16.40,2020,4,6,4/6/2020
4/6/20 23:00,0,0,16.40,2020,4,6,4/6/2020
4/6/20 23:15,0,0,16.30,2020,4,6,4/6/2020
4/6/20 23:30,0,0,15.65,2020,4,6,4/6/2020
4/6/20 23:45,0,0,15.10,2020,4,6,4/6/2020
4/7/20 0:00,0,0,14.80,2020,4,7,4/7/2020
4/7/20 0:15,0,0,14.55,2020,4,7,4/7/2020
4/7/20 0:30,0,0,14.00,2020,4,7,4/7/2020
4/7/20 0:45,0,0,13.85,2020,4,7,4/7/2020
4/7/20 1:00,0,0,13.25,2020,4,7,4/7/2020
4/7/20 1:15,0,0,12.95,2020,4,7,4/7/2020
4/7/20 1:30,0,0,12.75,2020,4,7,4/7/2020
4/7/20 1:45,0,0,13.10,2020,4,7,4/7/2020
4/7/20 2:00,0,0,12.85,2020,4,7,4/7/2020
4/7/20 2:15,0,0,12.75,2020,4,7,4/7/2020
4/7/20 2:30,0,0,13.00,2020,4,7,4/7/2020
4/7/20 2:45,0,0,12.65,2020,4,7,4/7/2020
4/7/20 3:00,0,0,12.30,2020,4,7,4/7/2020
4/7/20 3:15,0,0,12.40,2020,4,7,4/7/2020
4/7/20 3:30,0,0,12.90,2020,4,7,4/7/2020
4/7/20 3:45,0,0,12.85,2020,4,7,4/7/2020
4/7/20 4:00,0,0,12.45,2020,4,7,4/7/2020
4/7/20 4:15,0,0,12.60,2020,4,7,4/7/2020
4/7/20 4:30,0,0,12.20,2020,4,7,4/7/2020
4/7/20 4:45,0,0,12.00,2020,4,7,4/7/2020
4/7/20 5:00,0,0,11.95,2020,4,7,4/7/2020
4/7/20 5:15,0,0,11.55,2020,4,7,4/7/2020
4/7/20 5:30,0,0,11.90,2020,4,7,4/7/2020
4/7/20 5:45,0,0,11.70,2020,4,7,4/7/2020
4/7/20 6:00,0,0,11.50,2020,4,7,4/7/2020
4/7/20 6:15,0,0,11.00,2020,4,7,4/7/2020
4/7/20 6:30,0,0,11.40,2020,4,7,4/7/2020
4/7/20 6:45,0,0,11.30,2020,4,7,4/7/2020
4/7/20 7:00,0,0,11.05,2020,4,7,4/7/2020
4/7/20 7:15,0,5.174,11.20,2020,4,7,4/7/2020
4/7/20 20:15,0,8.886,24.00,2020,4,7,4/7/2020
4/7/20 20:30,0,3.658,23.60,2020,4,7,4/7/2020
4/7/20 20:45,0,0,23.40,2020,4,7,4/7/2020
4/7/20 21:00,0,0,22.90,2020,4,7,4/7/2020
4/7/20 21:15,0,0,22.40,2020,4,7,4/7/2020
4/7/20 21:30,0,0,21.95,2020,4,7,4/7/2020
4/7/20 21:45,0,0,20.55,2020,4,7,4/7/2020
4/7/20 22:00,0,0,20.10,2020,4,7,4/7/2020
4/7/20 22:15,0,0,18.85,2020,4,7,4/7/2020
4/7/20 22:30,0,0,19.20,2020,4,7,4/7/2020
4/7/20 22:45,0,0,19.20,2020,4,7,4/7/2020
4/7/20 23:00,0,0,18.60,2020,4,7,4/7/2020
4/7/20 23:15,0,0,18.35,2020,4,7,4/7/2020
4/7/20 23:30,0,0,17.60,2020,4,7,4/7/2020
4/7/20 23:45,0,0,16.75,2020,4,7,4/7/2020
4/8/20 0:00,0,0,16.35,2020,4,8,4/8/2020
4/8/20 0:15,0,0,16.35,2020,4,8,4/8/2020
4/8/20 0:30,0,0,16.40,2020,4,8,4/8/2020
4/8/20 0:45,0,0,16.75,2020,4,8,4/8/2020
4/8/20 1:00,0,0,16.75,2020,4,8,4/8/2020
4/8/20 1:15,0,0,16.75,2020,4,8,4/8/2020
4/8/20 1:30,0,0,16.40,2020,4,8,4/8/2020
4/8/20 1:45,0,0,16.05,2020,4,8,4/8/2020
4/8/20 2:00,0,0,15.70,2020,4,8,4/8/2020
4/8/20 2:15,0,0,15.70,2020,4,8,4/8/2020
4/8/20 2:30,0,0,15.40,2020,4,8,4/8/2020
4/8/20 2:45,0,0,15.40,2020,4,8,4/8/2020
4/8/20 3:00,0,0,15.35,2020,4,8,4/8/2020
4/8/20 3:15,0,0,14.80,2020,4,8,4/8/2020
4/8/20 3:30,0,0,14.60,2020,4,8,4/8/2020
4/8/20 3:45,0,0,14.50,2020,4,8,4/8/2020
4/8/20 4:00,0,0,13.90,2020,4,8,4/8/2020
4/8/20 4:15,0,0,12.90,2020,4,8,4/8/2020
4/8/20 4:30,0,0,12.20,2020,4,8,4/8/2020
4/8/20 4:45,0,0,12.20,2020,4,8,4/8/2020
4/8/20 5:00,0,0,11.80,2020,4,8,4/8/2020
4/8/20 5:15,0,0,11.55,2020,4,8,4/8/2020
4/8/20 5:30,0,0,10.95,2020,4,8,4/8/2020
4/8/20 5:45,0,0,11.30,2020,4,8,4/8/2020
4/8/20 6:00,0,0,11.20,2020,4,8,4/8/2020
4/8/20 6:15,0,0,11.05,2020,4,8,4/8/2020
4/8/20 6:30,0,0,10.40,2020,4,8,4/8/2020
4/8/20 6:45,0,0,11.05,2020,4,8,4/8/2020
4/8/20 7:00,0,0.296,10.40,2020,4,8,4/8/2020
4/8/20 20:15,0,12.349,24.85,2020,4,8,4/8/2020
4/8/20 20:30,0,2.79,23.70,2020,4,8,4/8/2020
4/8/20 20:45,0,2.79,23.15,2020,4,8,4/8/2020
4/8/20 21:00,0,1.677,22.15,2020,4,8,4/8/2020
4/8/20 21:15,0,0,21.50,2020,4,8,4/8/2020
4/8/20 21:30,0,0,20.95,2020,4,8,4/8/2020
4/8/20 21:45,0,0,20.80,2020,4,8,4/8/2020
4/8/20 22:00,0,0,19.55,2020,4,8,4/8/2020
4/8/20 22:15,0,0,19.30,2020,4,8,4/8/2020
4/8/20 22:30,0,0,18.80,2020,4,8,4/8/2020
4/8/20 22:45,0,0,18.80,2020,4,8,4/8/2020
4/8/20 23:00,0,0,17.65,2020,4,8,4/8/2020
4/8/20 23:15,0,0,17.65,2020,4,8,4/8/2020
4/8/20 23:30,0,0,17.05,2020,4,8,4/8/2020
4/8/20 23:45,0,0,17.25,2020,4,8,4/8/2020
4/9/20 0:00,0,0,17.15,2020,4,9,4/9/2020
4/9/20 0:15,0,0,16.80,2020,4,9,4/9/2020
4/9/20 0:30,0,0,16.20,2020,4,9,4/9/2020
4/9/20 0:45,0,0,16.40,2020,4,9,4/9/2020
4/9/20 1:00,0,0,15.70,2020,4,9,4/9/2020
4/9/20 1:15,0,0,15.90,2020,4,9,4/9/2020
4/9/20 1:30,0,0,15.70,2020,4,9,4/9/2020
4/9/20 1:45,0,0,15.10,2020,4,9,4/9/2020
4/9/20 2:00,0,0,15.30,2020,4,9,4/9/2020
4/9/20 2:15,0,0,14.80,2020,4,9,4/9/2020
4/9/20 2:30,0,0,15.40,2020,4,9,4/9/2020
4/9/20 2:45,0,0,15.15,2020,4,9,4/9/2020
4/9/20 3:00,0,0,14.80,2020,4,9,4/9/2020
4/9/20 3:15,0,0,14.35,2020,4,9,4/9/2020
4/9/20 3:30,0,0,13.95,2020,4,9,4/9/2020
4/9/20 3:45,0,0,13.90,2020,4,9,4/9/2020
4/9/20 4:00,0,0,14.25,2020,4,9,4/9/2020
4/9/20 4:15,0,0,13.50,2020,4,9,4/9/2020
4/9/20 4:30,0,0,13.25,2020,4,9,4/9/2020
4/9/20 4:45,0,0,12.95,2020,4,9,4/9/2020
4/9/20 5:00,0,0,13.25,2020,4,9,4/9/2020
4/9/20 5:15,0,0,13.60,2020,4,9,4/9/2020
4/9/20 5:30,0,0,13.00,2020,4,9,4/9/2020
4/9/20 5:45,0,0,13.20,2020,4,9,4/9/2020
4/9/20 6:00,0,0,12.50,2020,4,9,4/9/2020
4/9/20 6:15,0,0,12.30,2020,4,9,4/9/2020
4/9/20 6:30,0,0,12.25,2020,4,9,4/9/2020
4/9/20 6:45,0,0,12.05,2020,4,9,4/9/2020
4/9/20 7:00,0,0,12.40,2020,4,9,4/9/2020
4/9/20 7:15,0,2.218,12.40,2020,4,9,4/9/2020
4/9/20 20:15,0,10.363,24.40,2020,4,9,4/9/2020
4/9/20 20:30,0,1.74,24.00,2020,4,9,4/9/2020
4/9/20 20:45,0,1.74,23.45,2020,4,9,4/9/2020
4/9/20 21:00,0,1.74,23.25,2020,4,9,4/9/2020
4/9/20 21:15,0,1.74,23.00,2020,4,9,4/9/2020
4/9/20 21:30,0,0.669,22.55,2020,4,9,4/9/2020
4/9/20 21:45,0,0,22.40,2020,4,9,4/9/2020
4/9/20 22:00,0,0,21.90,2020,4,9,4/9/2020
4/9/20 22:15,0,0,21.45,2020,4,9,4/9/2020
4/9/20 22:30,0,0,21.50,2020,4,9,4/9/2020
4/9/20 22:45,0,0,20.95,2020,4,9,4/9/2020
4/9/20 23:00,0,0,20.90,2020,4,9,4/9/2020
4/9/20 23:15,0,0,20.80,2020,4,9,4/9/2020
4/9/20 23:30,0,0,20.55,2020,4,9,4/9/2020
4/9/20 23:45,0,0,20.25,2020,4,9,4/9/2020
4/10/20 0:00,0,0,20.05,2020,4,10,4/10/2020
4/10/20 0:15,0,0,19.75,2020,4,10,4/10/2020
4/10/20 0:30,0,0,19.20,2020,4,10,4/10/2020
4/10/20 0:45,0,0,19.20,2020,4,10,4/10/2020
4/10/20 1:00,0,0,18.75,2020,4,10,4/10/2020
4/10/20 1:15,0,0,18.55,2020,4,10,4/10/2020
4/10/20 1:30,0,0,18.25,2020,4,10,4/10/2020
4/10/20 1:45,0,0,18.10,2020,4,10,4/10/2020
4/10/20 2:00,0,0,17.75,2020,4,10,4/10/2020
4/10/20 2:15,0,0,17.60,2020,4,10,4/10/2020
4/10/20 2:30,0,0,17.00,2020,4,10,4/10/2020
4/10/20 2:45,0,0,15.80,2020,4,10,4/10/2020
4/10/20 3:00,0,0,16.05,2020,4,10,4/10/2020
4/10/20 3:15,0,0,16.60,2020,4,10,4/10/2020
4/10/20 3:30,0,0,16.20,2020,4,10,4/10/2020
4/10/20 3:45,0,0,16.10,2020,4,10,4/10/2020
4/10/20 4:00,0,0,14.90,2020,4,10,4/10/2020
4/10/20 4:15,0,0,15.45,2020,4,10,4/10/2020
4/10/20 4:30,0,0,15.40,2020,4,10,4/10/2020
4/10/20 4:45,0,0,15.20,2020,4,10,4/10/2020
4/10/20 5:00,0,0,15.20,2020,4,10,4/10/2020
4/10/20 5:15,0,0,15.05,2020,4,10,4/10/2020
4/10/20 5:30,0,0,14.70,2020,4,10,4/10/2020
4/10/20 5:45,0,0,14.40,2020,4,10,4/10/2020
4/10/20 6:00,0,0,14.45,2020,4,10,4/10/2020
4/10/20 6:15,0,0,14.35,2020,4,10,4/10/2020
4/10/20 6:30,0,0,14.15,2020,4,10,4/10/2020
4/10/20 6:45,0,0,14.00,2020,4,10,4/10/2020
4/10/20 7:00,0,0,13.90,2020,4,10,4/10/2020
4/10/20 20:15,0,12.117,24.50,2020,4,10,4/10/2020
4/10/20 20:30,0,6.537,23.75,2020,4,10,4/10/2020
4/10/20 20:45,0,0,23.10,2020,4,10,4/10/2020
4/10/20 21:00,0,0,22.90,2020,4,10,4/10/2020
4/10/20 21:15,0,0,22.45,2020,4,10,4/10/2020
4/10/20 21:30,0,0,22.00,2020,4,10,4/10/2020
4/10/20 21:45,0,0,21.45,2020,4,10,4/10/2020
4/10/20 22:00,0,0,21.20,2020,4,10,4/10/2020
4/10/20 22:15,0,0,21.15,2020,4,10,4/10/2020
4/10/20 22:30,0,0,20.80,2020,4,10,4/10/2020
4/10/20 22:45,0,0,20.75,2020,4,10,4/10/2020
4/10/20 23:00,0,0,20.05,2020,4,10,4/10/2020
4/10/20 23:15,0,0,19.00,2020,4,10,4/10/2020
4/10/20 23:30,0,0,19.10,2020,4,10,4/10/2020
4/10/20 23:45,0,0,18.95,2020,4,10,4/10/2020
4/11/20 0:00,0,0,18.65,2020,4,11,4/11/2020
4/11/20 0:15,0,0,18.10,2020,4,11,4/11/2020
4/11/20 0:30,0,0,18.00,2020,4,11,4/11/2020
4/11/20 0:45,0,0,18.25,2020,4,11,4/11/2020
4/11/20 1:00,0,0,18.10,2020,4,11,4/11/2020
4/11/20 1:15,0,0,18.05,2020,4,11,4/11/2020
4/11/20 1:30,0,0,17.80,2020,4,11,4/11/2020
4/11/20 1:45,0,0,17.65,2020,4,11,4/11/2020
4/11/20 2:00,0,0,17.30,2020,4,11,4/11/2020
4/11/20 2:15,0,0,17.15,2020,4,11,4/11/2020
4/11/20 2:30,0,0,16.65,2020,4,11,4/11/2020
4/11/20 2:45,0,0,16.60,2020,4,11,4/11/2020
4/11/20 3:00,0,0,16.60,2020,4,11,4/11/2020
4/11/20 3:15,0,0,16.15,2020,4,11,4/11/2020
4/11/20 3:30,0,0,15.90,2020,4,11,4/11/2020
4/11/20 3:45,0,0,15.95,2020,4,11,4/11/2020
4/11/20 4:00,0,0,15.95,2020,4,11,4/11/2020
4/11/20 4:15,0,0,15.70,2020,4,11,4/11/2020
4/11/20 4:30,0,0,15.60,2020,4,11,4/11/2020
4/11/20 4:45,0,0,15.30,2020,4,11,4/11/2020
4/11/20 5:00,0,0,14.95,2020,4,11,4/11/2020
4/11/20 5:15,0,0,14.60,2020,4,11,4/11/2020
4/11/20 5:30,0,0,14.80,2020,4,11,4/11/2020
4/11/20 5:45,0,0,14.85,2020,4,11,4/11/2020
4/11/20 6:00,0,0,14.40,2020,4,11,4/11/2020
4/11/20 6:15,0,0,14.15,2020,4,11,4/11/2020
4/11/20 6:30,0,0,13.90,2020,4,11,4/11/2020
4/11/20 6:45,0,0,13.95,2020,4,11,4/11/2020
4/11/20 7:00,0,0,13.60,2020,4,11,4/11/2020
4/11/20 20:15,0,11.145,24.70,2020,4,11,4/11/2020
4/11/20 20:30,0,5.007,24.45,2020,4,11,4/11/2020
4/11/20 20:45,0,1.38,23.45,2020,4,11,4/11/2020
4/11/20 21:00,0,0.897,22.75,2020,4,11,4/11/2020
4/11/20 21:15,0,0,22.30,2020,4,11,4/11/2020
4/11/20 21:30,0,0,21.75,2020,4,11,4/11/2020
4/11/20 21:45,0,0,21.45,2020,4,11,4/11/2020
4/11/20 22:00,0,0,21.05,2020,4,11,4/11/2020
4/11/20 22:15,0,0,20.80,2020,4,11,4/11/2020
4/11/20 22:30,0,0,20.10,2020,4,11,4/11/2020
4/11/20 22:45,0,0,19.35,2020,4,11,4/11/2020
4/11/20 23:00,0,0,18.80,2020,4,11,4/11/2020
4/11/20 23:15,0,0,18.75,2020,4,11,4/11/2020
4/11/20 23:30,0,0,18.40,2020,4,11,4/11/2020
4/11/20 23:45,0,0,17.85,2020,4,11,4/11/2020
4/12/20 0:00,0,0,17.40,2020,4,12,4/12/2020
4/12/20 0:15,0,0,17.65,2020,4,12,4/12/2020
4/12/20 0:30,0,0,16.75,2020,4,12,4/12/2020
4/12/20 0:45,0,0,16.65,2020,4,12,4/12/2020
4/12/20 1:00,0,0,16.35,2020,4,12,4/12/2020
4/12/20 1:15,0,0,15.65,2020,4,12,4/12/2020
4/12/20 1:30,0,0,16.30,2020,4,12,4/12/2020
4/12/20 1:45,0,0,16.35,2020,4,12,4/12/2020
4/12/20 2:00,0,0,15.90,2020,4,12,4/12/2020
4/12/20 2:15,0,0,15.80,2020,4,12,4/12/2020
